CELEX_number,case_number,year_case,year_judgment,date_case,date_judgment,language,case_duration,rate_of_production,Maas,judges,judge_rapporteur,JR_experience,JR_Country,JR_Any_Judge,JR_France,JR_Belgium,JR_Belgium_French,JR_Lux,JR_Francophone,AG_Country,advocate_general,art_256,art_258,art_263,art_265,art_267,art_268,art_270,word_count
61973CJ0004,26755,1973,1974,1/31/73,5/14/74,German,468,5.35042735,0.213021265,"Donner, Kutscher, Lecourt, Mackenzie Stuart, O'Dálaigh, Pescatore, Sørensen",Pescatore,7,Luxembourg,0,0,0,0,1,1,Italy,Trabucchi,0,0,1,0,0,0,0,2504
61973CJ0005,26785,1973,1973,2/5/73,10/24/73,German,261,22.00383142,0.221983009,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Germany,Roemer,0,0,0,0,1,0,0,5743
61973CJ0006,26816,1973,1974,2/17/73,3/6/74,English,382,15.23036649,0.22425028,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Donner,16,Netherlands,0,0,0,0,0,0,United Kingdom,Warner,1,0,0,0,0,0,0,5818
61973CJ0008,26877,1973,1973,2/19/73,7/12/73,German,143,10.86713287,0.224020183,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,2,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,1554
61973CJ0009,26908,1973,1973,2/19/73,10/24/73,German,247,25.11336032,0.223613883,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Germany,Roemer,0,0,0,0,1,0,0,6203
61973CJ0010,26938,1973,1973,2/19/73,10/24/73,German,247,17.31578947,0.222003798,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Germany,Roemer,0,0,0,0,1,0,0,4277
61973CJ0011,26969,1973,1973,2/21/73,7/12/73,German,141,8.709219858,0.225843081,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Monaco,10,Italy,1,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1228
61973CJ0012,26999,1973,1973,2/21/73,10/9/73,German,230,8.639130435,0.237321839,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mackenzie Stuart,6,United Kingdom,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,1987
61973CJ0013,13/73,1973,1973,2/1/73,7/12/73,French,161,17.78881988,0.235847659,"Donner, Lecourt, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Pescatore,7,Luxembourg,0,0,0,0,1,1,Italy,Trabucchi,0,0,0,0,1,0,0,2864
61973CJ0015,15/73,1973,1974,2/27/73,2/21/74,French,359,6.771587744,0.193321874,"Mackenzie Stuart, Pescatore, Sørensen",Sørensen,2,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,0,0,1,2431
61973CJ0034,34/73,1973,1973,2/27/73,10/10/73,Italian,225,11.23111111,0.240951614,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,2,Denmark,1,0,0,0,0,0,France,Mayras,0,0,0,0,1,0,0,2527
61973CJ0035,35/73,1973,1973,2/28/73,10/11/73,German,225,6.133333333,0.239447167,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",O'Dálaigh,2,Ireland,1,0,0,0,0,0,Germany,Roemer,0,0,0,0,1,0,0,1380
61973CJ0036,36/73,1973,1973,3/2/73,11/27/73,Dutch,270,10.05925926,0.236977043,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Pescatore,7,Luxembourg,0,0,0,0,1,1,France,Mayras,0,0,0,0,1,0,0,2716
61973CJ0037,37/73,1973,1973,3/7/73,12/13/73,Dutch,281,6.181494662,0.231820531,"Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Sørensen",Monaco,10,Italy,1,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1737
61973CJ0039,39/73,1973,1973,3/9/73,10/11/73,German,216,4.263888889,0.233540077,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mackenzie Stuart,6,United Kingdom,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,921
61973CJ0040,40/73,1973,1975,3/12/73,12/16/75,"Dutch, French, German, Italian",1009,43.85232904,0.223819323,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Keeffe, Pescatore, Sørensen",Kutscher,5,Germany,1,0,0,0,0,0,France,Mayras,1,0,0,0,0,0,0,44247
61973CJ0049,49/73,1973,1973,3/15/73,11/7/73,German,237,4.746835443,0.226600188,"Donner, Lecourt, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Donner,16,Netherlands,0,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,1125
61973CJ0051,51/73,1973,1973,3/19/73,11/7/73,Dutch,233,6.69527897,0.228141506,"Donner, Lecourt, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,2,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,1560
61973CJ0110,110/73,1973,1973,3/22/73,10/10/73,French,202,8.391089109,0.240831711,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",O'Dálaigh,2,Ireland,1,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1695
61973CJ0112,112/73,1973,1974,6/20/73,10/9/74,French,476,10.30672269,0.217717899,"Donner, Mertens de Wilmars, O'Dálaigh",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,United Kingdom,Warner,0,0,0,0,0,0,1,4906
61973CJ0115,115/73,1973,1974,3/23/73,4/4/74,Italian,377,3.294429708,0.205929069,"Mertens de Wilmars, Monaco, O'Dálaigh",Monaco,10,Italy,1,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,0,0,1,1242
61973CJ0119,119/73,1973,1973,4/12/73,12/5/73,German,237,6.751054852,0.245802612,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Monaco,10,Italy,1,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1600
61973CJ0120,120/73,1973,1973,4/12/73,12/11/73,German,243,9.880658436,0.245891504,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Germany,Reischl,0,0,0,0,1,0,0,2401
61973CJ0121,121/73,1973,1973,4/12/73,12/11/73,German,243,9.827160494,0.247001097,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Germany,Reischl,0,0,0,0,1,0,0,2388
61973CJ0122,122/73,1973,1973,4/12/73,12/11/73,German,243,9.835390947,0.246607829,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Germany,Reischl,0,0,0,0,1,0,0,2390
61973CJ0124,124/73,1973,1973,4/17/73,12/5/73,German,232,6.478448276,0.244499417,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Monaco,10,Italy,1,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1503
61973CJ0125,125/73,1973,1973,4/18/73,12/5/73,German,231,4.80952381,0.238568689,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Monaco,10,Italy,1,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1111
61973CJ0126,126/73,1973,1973,4/18/73,12/5/73,German,231,5.220779221,0.227631818,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Monaco,10,Italy,1,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1206
61973CJ0127,127/73,1973,1974,4/19/73,1/30/74,Dutch,286,4.91958042,0.24005933,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mackenzie Stuart,6,United Kingdom,1,0,0,0,0,0,France,Mayras,0,0,0,0,1,0,0,1407
61973CJ0128,128/73,1973,1973,4/20/73,11/22/73,German,216,3.472222222,0.212612772,"Donner, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, Pescatore, Sørensen",Mackenzie Stuart,6,United Kingdom,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,750
61973CJ0130,130/73,1973,1973,4/30/73,11/27/73,German,211,5.483412322,0.222084827,"Donner, Lecourt, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,2,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,1157
61973CJ0131,131/73,1973,1973,4/30/73,12/12/73,Italian,226,7.557522124,0.234874747,"Kutscher, Lecourt, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Pescatore,7,Luxembourg,0,0,0,0,1,1,France,Mayras,0,0,0,0,1,0,0,1708
61973CJ0134,134/73,1973,1974,5/16/73,1/15/74,German,244,4.606557377,0.212886178,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",O'Dálaigh,2,Ireland,1,0,0,0,0,0,Germany,Reischl,0,0,0,1,0,0,0,1124
61973CJ0138,138/73,1973,1973,5/30/73,11/28/73,Dutch,182,5.510989011,0.229025719,"Donner, Lecourt, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",O'Dálaigh,2,Ireland,1,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1003
61973CJ0139,139/73,1973,1973,6/4/73,11/22/73,German,171,6.713450292,0.22842539,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Germany,Reischl,0,0,0,0,1,0,0,1148
61973CJ0140,140/73,1973,1973,6/13/73,12/6/73,French,176,7.676136364,0.220310795,"Kutscher, Lecourt, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,1351
61973CJ0141,141/73,1973,1973,6/15/73,12/11/73,German,179,13.37430168,0.246431878,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Germany,Reischl,0,0,0,0,1,0,0,2394
61973CJ0142,142/73,1973,1973,6/15/73,12/12/73,German,180,5.438888889,0.240336395,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Donner,16,Netherlands,0,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,979
61973CJ0143,143/73,1973,1973,6/20/73,12/5/73,French,168,8.708333333,0.238881924,"Kutscher, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",O'Dálaigh,2,Ireland,1,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1463
61973CJ0146,146/73,1973,1974,6/20/73,2/12/74,German,237,6.417721519,0.236413386,"Donner, Kutscher, Lecourt, Mertens de Wilmars, O'Dálaigh, Pescatore, Sørensen",Donner,16,Netherlands,0,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1521
61973CJ0147,147/73,1973,1973,6/26/73,12/11/73,German,168,4.976190476,0.240393856,"Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,2,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,836
61973CJ0148,148/73,1973,1974,6/29/73,1/30/74,French,215,6.990697674,0.220289051,"Donner, Monaco, O'Dálaigh",O'Dálaigh,2,Ireland,1,0,0,0,0,0,Germany,Reischl,0,0,0,0,0,0,1,1503
61973CJ0149,149/73,1973,1973,7/11/73,12/12/73,German,154,6.38961039,0.232561673,"Kutscher, Lecourt, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,2,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,984
61973CJ0150,150/73,1973,1973,7/16/73,12/13/73,Dutch,150,7.233333333,0.238519336,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mackenzie Stuart,6,United Kingdom,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,1085
61973CJ0151,151/73,1973,1974,7/16/73,3/21/74,English,248,10.59274194,0.234775488,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Monaco,10,Italy,1,0,0,0,0,0,United Kingdom,Warner,0,0,1,0,0,0,0,2627
61973CJ0152,152/73,1973,1974,7/20/73,2/12/74,German,207,11.58937198,0.239887274,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Pescatore,7,Luxembourg,0,0,0,0,1,1,France,Mayras,0,0,0,0,1,0,0,2399
61973CJ0153,153/73,1973,1974,7/24/73,7/2/74,German,343,7.87755102,0.218253742,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",O'Dálaigh,2,Ireland,1,0,0,0,0,0,Germany,Reischl,0,0,0,0,0,1,0,2702
61973CJ0154,154/73,1973,1974,7/25/73,1/15/74,German,174,8.522988506,0.22243266,"Kutscher, Lecourt, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,2,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,1483
61973CJ0155,155/73,1973,1974,7/25/73,4/30/74,Italian,279,11.11469534,0.242372508,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Germany,Reischl,0,0,0,0,1,0,0,3101
61973CJ0158,158/73,1973,1974,8/7/73,1/30/74,German,176,13.39772727,0.231573606,"Kutscher, Lecourt, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",O'Dálaigh,2,Ireland,1,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,2358
61973CJ0159,159/73,1973,1974,8/16/73,1/30/74,German,167,7.856287425,0.223199086,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,2,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,1312
61973CJ0162,162/73,1973,1974,9/4/73,2/21/74,Italian,170,12.28823529,0.228843747,"Kutscher, Lecourt, Mackenzie Stuart, Monaco, O'Dálaigh, Pescatore, Sørensen",Pescatore,7,Luxembourg,0,0,0,0,1,1,France,Mayras,0,0,0,0,1,0,0,2089
61973CJ0166,166/73,1973,1974,9/4/73,1/16/74,German,134,8.835820896,0.23588724,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Donner,16,Netherlands,0,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1184
61973CJ0167,167/73,1973,1974,9/14/73,4/4/74,French,202,16.25742574,0.228868271,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Germany,Reischl,0,1,0,0,0,0,0,3284
61973CJ0169,169/73,1973,1975,9/28/73,2/4/75,French,494,3.856275304,0.20713644,"Donner, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, Pescatore, Sørensen",Sørensen,2,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,0,1,0,1905
61973CJ0173,173/73,1973,1974,10/9/73,7/2/74,Italian,266,9.507518797,0.21636516,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Donner,16,Netherlands,0,0,0,0,0,0,United Kingdom,Warner,0,0,1,0,0,0,0,2529
61973CJ0175,175/73,1973,1974,10/24/73,10/8/74,French,349,4.077363897,0.220386082,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Germany,Reischl,0,0,0,0,0,0,1,1423
61973CJ0176,176/73,1973,1974,10/24/73,12/5/74,French,407,3.987714988,0.219105961,"Mertens de Wilmars, Monaco, O'Dálaigh",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,Germany,Reischl,0,0,0,0,0,0,1,1623
61973CJ0177,177/73,1973,1974,10/26/73,7/11/74,Dutch,258,5.782945736,0.225454327,"Kutscher, Mackenzie Stuart, Sørensen",Mackenzie Stuart,6,United Kingdom,1,0,0,0,0,0,France,Mayras,0,0,0,0,0,0,1,1492
61973CJ0178,178/73,1973,1974,10/30/73,4/4/74,Dutch,156,10.55128205,0.220834407,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Donner,16,Netherlands,0,0,0,0,0,0,Germany,Reischl,0,0,0,0,1,0,0,1646
61973CJ0181,181/73,1973,1974,11/7/73,4/30/74,French,174,14.73563218,0.236202041,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Monaco,10,Italy,1,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,2564
61973CJ0183,183/73,1973,1974,11/19/73,5/8/74,German,170,9.476470588,0.234668437,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,2,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,1611
61973CJ0184,184/73,1973,1974,11/21/73,5/15/74,Dutch,175,10.28,0.249432794,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1799
61973CJ0185,185/73,1973,1974,12/3/73,5/29/74,German,177,13.70056497,0.226393519,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mackenzie Stuart,6,United Kingdom,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,2425
61973CJ0186,186/73,1973,1974,12/5/73,5/15/74,German,161,10.13664596,0.230656719,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,2,Denmark,1,0,0,0,0,0,France,Mayras,0,0,0,0,1,0,0,1632
61973CJ0187,187/73,1973,1974,12/7/73,5/28/74,French,172,10.51744186,0.234078385,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Monaco,10,Italy,1,0,0,0,0,0,Germany,Reischl,0,0,0,0,1,0,0,1809
61973CJ0188,188/73,1973,1974,12/11/73,10/30/74,French,323,8.972136223,0.220646909,"Donner, Mertens de Wilmars, O'Dálaigh",Donner,16,Netherlands,0,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,0,0,1,2898
61973CJ0189,189/73,1973,1975,12/14/73,3/19/75,French,460,1.517391304,0.210447256,"Kutscher, Mackenzie Stuart, Sørensen",Mackenzie Stuart,6,United Kingdom,1,0,0,0,0,0,France,Mayras,0,0,0,0,0,0,1,698
61973CJ0190,190/73,1973,1974,12/17/73,10/30/74,Dutch,317,4.173501577,0.221629232,"Kutscher, Lecourt, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Pescatore,7,Luxembourg,0,0,0,0,1,1,France,Mayras,0,0,0,0,1,0,0,1323
61973CJ0191,191/73,1973,1974,12/17/73,5/28/74,German,162,11.37654321,0.238209866,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,7,Belgium,0,0,1,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1843
61973CJ0192,192/73,1973,1974,10/31/73,7/3/74,French,245,5.563265306,0.237112061,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mackenzie Stuart,6,United Kingdom,1,0,0,0,0,0,France,Mayras,0,0,0,0,1,0,0,1363
61974CJ0001,27030,1974,1974,1/4/74,11/21/74,French,321,4.052959502,0.222742891,"Kutscher, Mackenzie Stuart, Sørensen",Sørensen,3,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,0,0,1,1301
61974CJ0002,27061,1974,1974,1/9/74,6/21/74,French,163,20.80981595,0.230929427,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Pescatore,8,Luxembourg,0,0,0,0,1,1,France,Mayras,0,0,0,0,1,0,0,3392
61974CJ0003,27089,1974,1974,1/11/74,5/28/74,German,137,17.34306569,0.229444927,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Donner,17,Netherlands,0,0,0,0,0,0,Germany,Reischl,0,0,0,0,1,0,0,2376
61974CJ0004,27120,1974,1975,1/15/74,7/10/75,French,541,4.214417745,0.216100351,"Kutscher, Mackenzie Stuart, Pescatore",Pescatore,8,Luxembourg,0,0,0,0,1,1,Italy,Trabucchi,0,0,0,0,0,0,1,2280
61974CJ0006,27181,1974,1974,1/30/74,11/21/74,Dutch,295,3.830508475,0.230714949,"Kutscher, Mackenzie Stuart, Sørensen",Sørensen,3,Denmark,1,0,0,0,0,0,France,Mayras,0,0,0,0,0,0,1,1130
61974CJ0007,27211,1974,1974,1/31/74,7/3/74,Dutch,153,7.405228758,0.233250673,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,8,Belgium,0,0,1,0,0,0,Germany,Reischl,0,0,0,0,1,0,0,1133
61974CJ0008,27242,1974,1974,2/8/74,7/11/74,French,153,10.8496732,0.230099107,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Donner,17,Netherlands,0,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,1660
61974CJ0009,27273,1974,1974,2/11/74,7/3/74,German,142,10.44366197,0.227280528,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Donner,17,Netherlands,0,0,0,0,0,0,United Kingdom,Warner,0,0,0,0,1,0,0,1483
61974CJ0010,27303,1974,1974,2/11/74,7/11/74,French,150,4.893333333,0.219980716,"Kutscher, Mackenzie Stuart, Sørensen",Mackenzie Stuart,7,United Kingdom,1,0,0,0,0,0,France,Mayras,0,0,0,0,0,0,1,734
61974CJ0011,27334,1974,1974,2/20/74,7/11/74,French,141,11.14893617,0.228422464,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,3,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,1572
61974CJ0012,27364,1974,1975,2/21/74,2/20/75,German,364,11.50549451,0.22986901,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, Pescatore",Monaco,11,Italy,1,0,0,0,0,0,United Kingdom,Warner,0,1,0,0,0,0,0,4188
61974CJ0014,14/74,1974,1974,3/1/74,10/1/74,German,214,9.686915888,0.233748924,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",O'Dálaigh,3,Ireland,1,0,0,0,0,0,Germany,Reischl,0,0,0,0,1,0,0,2073
61974CJ0015,15/74,1974,1974,3/1/74,10/31/74,Dutch,244,13.77459016,0.244877555,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,3,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,3361
61974CJ0016,16/74,1974,1974,3/1/74,10/31/74,Dutch,244,11.60245902,0.245849662,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,3,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,1,0,0,2831
61974CJ0017,17/74,1974,1974,3/4/74,10/23/74,English,233,10.39484979,0.206626011,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Mertens de Wilmars,8,Belgium,0,0,1,0,0,0,United Kingdom,Warner,0,0,1,0,0,0,0,2422
61974CJ0018,18/74,1974,1974,3/6/74,10/8/74,French,216,5.092592593,0.222975008,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Dálaigh, Pescatore, Sørensen",Sørensen,3,Denmark,1,0,0,0,0,0,Italy,Trabucchi,0,0,0,0,0,0,1,1100
61974CJ0019,19/74,1974,1975,3/11/74,5/14/75,German,429,3.578088578,0.20017417,"Donner, Kutscher, Lecourt, Mackenzie Stuart, Mertens de Wilmars, Monaco, O'Keeffe, Pescatore, Sørensen",O'Keeffe,1,Ireland,1,0,0,0,0,0,United Kingdom,Warner,0,0,1,0,0,0,0,1535
